0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,1.1896e-06,1.21202e-05,6.61701e-05,0.000297201,0.000377247,0.000584085,0.000317029,1.06914e-05,0.000577054,0.000257665,0.000103054,5.18843e-05,3.74797e-05,0.000168826,0.000639873,0.000891495,1.7534e-05,7.7948e-05,1.59665e-05,0.00180591,0.00997731,3.69104e-06,1.34963e-05,0.000146074,0.000340887,0.000226007,5.89437e-07,1.56892e-07,0.00401896,0.0219259,0.0417581,
0,3.73907e-06,4.4508e-05,0.000317637,0.000469181,0.000834657,0.000739593,7.20232e-05,5.34033e-05,0.00323403,0.00110381,0.000536022,0.000106946,3.7097e-05,0.000674638,0.000694545,0.00044552,7.08734e-06,5.89108e-05,0.0015249,0.0107621,0.00114489,1.58927e-05,2.60827e-05,0.000330933,0.000712235,0.000981526,7.6021e-07,6.82339e-06,0.333967,0.0938196,0.053542,
0,2.57758e-05,0.000300324,0.000496774,0.000839529,0.00067398,0.000135098,0.00233368,0.00401524,0.00151546,0.00125502,0.000379519,0.000128249,0.000112009,0.000484703,0.000356866,0.000307196,1.15972e-05,0.00138234,0.0101762,0.0010438,0.00074542,0.000235611,0.00013709,0.00126759,0.00481786,0.00372465,0.00282927,0.330789,0.072598,0.0716104,0.00327543,
0,8.03237e-05,0.000351709,0.000712916,0.000570718,0.000139389,0.000336782,0.000389714,0.000412741,0.000831008,0.000245453,8.87953e-05,9.71588e-05,0.000118707,0.000195078,0.000233116,0.000243394,0.000348479,0.00750237,0.00127312,0.000823859,0.000442597,0.000159567,0.000580717,0.00661744,0.00603247,0.0011202,0.310183,0.0861768,0.0720959,0.00824785,0.000946039,
0,0.00037961,0.000658129,0.000499998,0.000142634,0.000150106,0.00064933,0.000796419,0.00113609,0.000310096,0.000428791,0.000186662,0.000164648,0.000150286,5.05495e-05,3.47804e-05,0.000175193,0.00445778,0.00155577,0.00113672,0.000144398,0.000195827,0.00101903,0.00638802,0.00631278,0.00299503,0.00841463,0.0817447,0.0760642,0.0119273,0.00379446,0.000684008,
0,0.000530015,0.000311878,0.000127629,8.21547e-05,0.000314521,0.000324096,0.000739565,0.000436257,0.00034549,0.00093288,0.00021331,0.000167938,6.89832e-05,6.34108e-05,7.65522e-05,0.000205652,0.00497006,0.00079731,0.000441681,0.00021549,0.000707038,0.0150307,0.00970034,0.00207024,0.00395311,0.0179786,0.0556562,0.0147374,0.00751402,0.00386958,0.00384794,
0,8.04288e-05,0.000115445,0.00043899,0.000710021,0.00386962,0.00423981,0.000501055,0.00032969,0.000792795,0.000320105,7.81544e-05,0.000435599,4.68295e-05,0.000176765,0.000776003,0.00653071,0.000898355,0.000690895,0.000230195,0.00126983,0.0147229,0.00090216,0.00159849,0.0142393,0.0254241,0.0694687,0.00730521,0.00718245,0.00991828,0.00745829,0.0115631,
0,0.000135493,0.000196498,0.000405607,0.00237946,0.00336938,0.0014432,0.00036507,0.000611686,0.00025153,0.000233633,0.000513584,0.000136934,6.52149e-05,0.000398573,0.00283706,0.00154151,0.00102686,0.00026245,0.0011593,0.00114861,0.00567009,0.172809,0.0148143,0.00542495,0.00710281,0.00883144,0.0261468,0.0107567,0.00268756,0.0106648,0.119839,
0,7.78443e-05,0.000334665,0.00251759,0.00524444,0.00475615,0.00173507,0.000389329,0.000187677,0.000337788,0.000457668,8.71622e-05,0.000253748,8.17003e-05,0.00238817,0.00392533,0.00198121,0.000292037,0.000573167,0.00164114,0.00689428,0.200968,0.00128849,0.000997645,0.0107826,0.0633239,0.0650565,0.00669496,0.00214489,0.0150932,0.195874,0.00257075,
0,0.000175182,0.00192071,0.00509184,0.00523043,0.00254815,0.000679959,0.000163776,0.000367521,0.000457794,0.000198539,0.000289204,0.000593218,0.000125205,0.0035817,0.00202967,0.000888843,0.000280646,0.000974097,0.00489635,0.182748,0.0157552,0.000951997,0.00162888,0.0606313,0.0636682,0.0110558,0.00701526,0.0105157,0.198319,0.00531725,0.000843116,
0,0.000420453,0.00426026,0.00494647,0.00234276,0.000734912,0.000132037,0.000392028,0.000461341,0.000149446,0.000769676,0.000872282,0.000141752,0.000214279,0.00142663,0.000640454,0.000139795,0.0681985,0.0038932,0.140267,0.00363143,0.0040904,0.0613775,0.0489562,0.00516561,0.011809,0.0241541,0.0339836,0.163049,0.0045773,0.00146765,0.000818259,
0,0.000183102,0.00179567,0.00207162,0.00089673,0.000526426,0.000422189,0.000445593,0.000105461,0.000754328,0.00133884,8.78845e-05,0.000158044,0.000162251,0.000823667,0.000673194,0.12115,0.000650973,0.00956266,0.00613286,0.00465623,0.0759969,0.00245653,0.000746925,0.00800012,0.0551451,0.0561999,0.0131701,0.00618342,0.00342222,0.00147827,0.00119972,
